1.0	today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
1.0	I am bored 
1.0	@stevecla it is a wallpaper with Red Square I was asking for 
1.0	@r_keith_hill Thanks for your response. Ihad already find this answer 
1.0	@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
1.0	Just tryna get inspired thats all 
1.0	@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. 
1.0	@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well 
1.0	@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffy's body. 
1.0	#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2
1.0	Morning Tweetland, a long day ahead! Hope everyone has a great day  
1.0	   uploading pictures on friendster 
1.0	@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p
1.0	noodlebox with amanda tonight 
1.0	@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend 
1.0	@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol
1.0	loving life... and loving you 
1.0	@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] 
1.0	loves chocolate milk  and that is GF YEAH..
1.0	Going to Sutter Creek tomorrow to tour an old Mine 
1.0	@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon 
1.0	@little__fish guess where i live. the other side of the earth  east mesa, losiento
1.0	@paula_paige3489 so apart from the sore... how was the tryouts? 
1.0	failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
1.0	Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving 
1.0	@leiabox so what can you tell us about it? I'm totally geeking out right now 
1.0	@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to 
1.0	@Rebecca1158 goodnight. 
1.0	My brother is sick too lol. Quite weird 
1.0	@drdrew *gives a hug and a cookie* Hope you feel better! 
1.0	@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))
1.0	Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE 
1.0	had a good tech meeting at clubZone - dinner was sushi 
1.0	@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! 
1.0	@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;)
1.0	@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much 
1.0	@Honey3223 Lurkers now that was interesting 
1.0	@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote 
1.0	@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in
1.0	eating ice-cream with chocolate topping 
1.0	@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!
1.0	@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about 
1.0	@LaurUy West.  Mostly San Jose and San Francisco.
1.0	Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. 
1.0	@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!
1.0	shenagians!  my team is awesome&lt;3
1.0	listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back 
1.0	I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! 
1.0	@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! 
1.0	21 Days till chris comes home and 67 days till summer 
1.0	@davidgideon Yeah, those were the days  - no, it's now around 1.47ish...
1.0	@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. 
1.0	@its_anne Kay thanks. 
1.0	Goodnight 
1.0	I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
1.0	@beycah Good for you Becca, have a good sleep. 
1.0	@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me 
1.0	Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! 
1.0	Easy Rider till I fall asleep 
1.0	@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. 
1.0	just had a real good moment. i missssssssss him so much, 
1.0	@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home 
1.0	@jaredleto Just started to work. But it's the last one before holidayholiday!! 
1.0	Watchin Greek then off to Knighty Knight!! 
1.0	i am working on my media room design and i love love love my client profile 
1.0	@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
1.0	@Lou911 Aww, thanks 
1.0	Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!
1.0	thinking and planning 
1.0	Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. 
1.0	@missvic what do you mean, I do those things now and I'm OLD! 
1.0	@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843
1.0	@UrbanThai  and you have me to thank for that 
1.0	@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. 
1.0	@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha
1.0	@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have 
1.0	@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! 
1.0	@suitelifeofkell that's freakin' cooool   i love twitter .haha
1.0	@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. 
1.0	why does Brissa not even know she has a twitter? -Lauren 
1.0	@jbrotherlove I thought it was a great love story 
1.0	@enbaldarlingg No, that's just the mirror you're looking in. 
1.0	@amandahesser thanks!  i couldn't have done it without you  
1.0	wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter 
1.0	... 31 days until I leave for Ontario!! 
1.0	Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
1.0	@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
1.0	@KaciMaureen holy laundry woman! 
1.0	@iamdiddy I hate it too, but I just got back from the trainer. Go! 
1.0	@markhoppus lol you re so fucking funny 
1.0	working on setting up my ipod touch, which as of today is officially mine!! 
1.0	@nikhilnarayanan saw the tvc yesterday.. worked for me 
1.0	Jon could totally say Mannies and Peddies and I would shut my fat face about it.  
1.0	@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. 
1.0	A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. 
1.0	@hopeinhell One usually follows the other, no? 
1.0	@special72 Thanks, Special 72!  
1.0	Good luck for Lauren and the rest of the cast of TBS, can't wait for something to leak 
1.0	Shoot For The Moon! Even if you miss, you'll land among the stars. 
1.0	@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too 
1.0	@izzakizza nada just tryna holla holla.   hows the mixtape coming up?
1.0	@aussie_ali  yep it makes it so much easier to get points across in 140 
1.0	@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not.
1.0	http://twitpic.com/2y2jf - my cupcakes 
1.0	@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) 
1.0	@mynameisgerard haha! i'm not saying u should try it.. but maybe u should 
1.0	back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!
1.0	@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits 
1.0	@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night
1.0	@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time 
1.0	@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting.
1.0	@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  
1.0	amazing night with llama and malcolm and megan&lt;---fuck the theatre! 
1.0	@kayotae Just had a martini myself. 
1.0	city all day soo happy to be home. school in the morning 
1.0	My spring break= watching moviess all day everyday for a week 
1.0	@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!
1.0	@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! 
1.0	http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def.
1.0	shhhhhhhhhh....time to watch the Hills. 
1.0	since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. 
1.0	@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  
1.0	@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' 
1.0	Callin it a night! I always have the best sleep after a good workout!! 
1.0	@Infinitarchitek Feels pretty good doesn't it? 
1.0	@stee322 but you did go to hash bash anyway.. 
1.0	@loltothepower correction, i GOT a badass fringe. 
1.0	@procoder hmmm, sure sure  so what r u upto ? hows the day for u?
1.0	@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV
1.0	My hair is blue. 
1.0	@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
1.0	stressing over this math test...uhhh....2 days till spring break!!!! 
1.0	@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH 
1.0	@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN 
1.0	@ijustine the gym is an awesome place! work it out 
1.0	@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then 
1.0	Just won 20$ on unc game 
1.0	Really tired. Going to prepare for bed. G'night! 
1.0	@keyannaaa the new story of your life will include magic fountain with me 
1.0	Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol
1.0	should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep 
1.0	@ijustine http://twitpic.com/1ff65 - I love ur top 
1.0	still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... 
1.0	@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. 
1.0	@juneaurock Hellz yeah, definitely downloading. Thanks 
1.0	http://twitpic.com/2y2jz - we are so stinkin cute 
1.0	@Lyndeeezy hahah not yet! but soon. very soon 
1.0	Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! 
1.0	@michaelgrainger we have much more than that in common my friend!! 
1.0	@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police
1.0	@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? 
1.0	@Westneyrhindxx hello westney  what are you doing ?? x
1.0	@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight 
1.0	@jephjacques I love the way you draw giraffe eyelashes. 
1.0	@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too 
1.0	@holytshirt Glad to read it! 
1.0	spent the evening outside in the beautiful warm weather. finally feels like spring 
1.0	pullin an all nighter wit my bffl madison 
1.0	@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
1.0	I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok
1.0	@thenub you are too 
1.0	@jimmycarr that big oaf can play piano? 
1.0	Bryon is my tea bitch 
1.0	@mattbraga Oh, they can stay. You on the other hand... 
1.0	I am gonna help my mom get a twitter 
1.0	@lavsmohan...... Yup!! saw the entire match....reached office late.. 
1.0	going to bed. My bb isn't working &amp; I'm bored.  Night all. Love me harder tomorrow, than you did today. Peace, Prayers, &amp; Blessings.
1.0	@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon 
1.0	India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too 
1.0	@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side 
1.0	@upstatement can I apply to be in your class too? 
1.0	is reading manga  http://plurk.com/p/mzp1e
1.0	@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.
1.0	@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. 
1.0	@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 
1.0	@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though.
1.0	@LindzNicole so let's make it right! 
1.0	@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday 
1.0	@rhonda_brown thanks for the tip on Sam's Club! 
1.0	@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
1.0	@pocketfulofme yay!!! hehe TWINS 
1.0	@jolilore Thank you 
1.0	&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD
1.0	OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good 
1.0	@trugiaz You and i mate! 
1.0	 just watched the movie Wanted... it was pretty darn good.
1.0	just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  
1.0	@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun 
1.0	@donniewahlberg hell yeah! there's the effin man! 
1.0	@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people 
1.0	@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai 
1.0	Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 
1.0	can't wait for vegas 
1.0	@theDebbyRyan Hey Debby 
1.0	One sixty six in bowling. Holy shit lol 
1.0	dear dbq, you were a pain in the asssss. i'm glad i'm DONE with you! 
1.0	and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are)
1.0	@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? 
1.0	has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations 
1.0	Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. 
1.0	Trying to figure out a way to pay it forward 
1.0	oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!
1.0	my very first twitter  awww
1.0	@SimonBotes glad you like 
1.0	@lightblue_82 woo, you won't regret it. 
1.0	@theaptour thanks so much 
1.0	 Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554
1.0	@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 
1.0	@lolly2420 this is nuts! thanks  I am dying over heah!
1.0	@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years
1.0	@Kelly_N_Va by Jordan, I think he's got it!  
1.0	up and running, London calling 
1.0	What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx
1.0	just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 
1.0	Sleeeeeeeeeep, then an interview tomorrow! Wish me luck 
1.0	Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
1.0	@lauredhel I just friended you on LJ 
1.0	eating ice cream to reduce the heat 
1.0	wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;
1.0	@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly 
1.0	must sleep, big day tomorrow. two tests AND class registration for next sem. ahh! goodnight, twitterers 
1.0	@claire_brewer I've seen one of those aisles in Borders in Oxford. They're... well, tragic 
1.0	@thornbek Erin Esurance is so hot. Carry on 
1.0	@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.
1.0	the cars in Fast and Furious get me excited 
1.0	@comeagainjen Jennifer 
1.0	@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!
1.0	It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr
1.0	@landrew Hehe, thanks   Was going for the incendiary headline this time 
1.0	@honeytech Happy Morning! 
1.0	@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? 
1.0	@saad_83 I wasn't late  I was right on time
1.0	@myk14 Thanks buddy *high fives* hehe 
1.0	@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing 
1.0	@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though 
1.0	@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 
1.0	@reesh heyyyyyy want to hook it up!! lol 
1.0	Saddle Ranch Comedy night. Then back to the boy's house 
1.0	Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over 
1.0	@xShorty4Lifex white!! 
1.0	@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  
1.0	@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl 
1.0	@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. 
1.0	@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... 
1.0	had a wonderful Portland evening! Thanks Carrie 
1.0	6:37 in the morning and haven't been sleep   YAY!
1.0	Headed off to Wal*Mart for more boxes. Uber excited 
1.0	@axisportals scowls are a lot more temporary than adulthood 
1.0	I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. 
1.0	@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You
1.0	Got an inspiration -&gt; dyeing my hair! 
1.0	just  created this account...looking around 
1.0	@amyg0716 I'm gunnna do both of those things 
1.0	http://twitpic.com/2y2tq - So far, it is interesting. 
1.0	Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!
1.0	@craigsutton     that's a long-time, good for you!   
1.0	(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow 
1.0	@mehulbhuva Good luck, and let me know how it goes! 
1.0	@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! 
1.0	@rogieking Congrats on the newborn! Our first is due in June 
1.0	Dodgers beat the Padres  Go Blue!
1.0	@jbruin lol esp when your updates hit my phone... 
1.0	@JonathanRKnight I'm just glad you appreciate Iowa.    Come back in late summer when they're cutting hay...  best..smell.. EVER!
1.0	@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!
1.0	@vuittonretarded  awww. Is there anything i can do 
1.0	But I do not mind.  Goodnight
1.0	@mistressathenax oh lets let it be a surprise. 
1.0	Proud future member of the R.B. 
1.0	@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! 
1.0	Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! 
1.0	@web20classroom Fabulous post about WordAhead!  And overall loved your blog.
1.0	Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! 
1.0	@KendallMassey @jclayville rocks. But don't tell her I said that 
1.0	@Gerry_Butler If it's something you will enjoy and will make you happy, why not do it? 
1.0	just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)
1.0	@Tiandrance 
1.0	@yoavsegal Morning 
1.0	finally back on twitter 
1.0	God sho love him some me  feeling really really blessed tonight++++++
1.0	@adamdexter i can't wait to see you buddy 
1.0	@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year 
1.0	there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html
1.0	@chazdrums if i know how to do something, and have time... Its so easy to answer 
1.0	Wow, the house looks so different...AND OH MY GOD MY DOGGIES 
1.0	ahhh loved this sunny day....I am working a good sun burn on my nose 
1.0	@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too 
1.0	@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility
1.0	@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! 
1.0	Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  
1.0	@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 
1.0	Ahh, the tedium of fixing broken file links in Inventor.  Good times.  
1.0	@theDebbyRyan  where!!?!? 
1.0	@Laatina MONDAYS ARE WHAT YOU MAKE OF IT. 
1.0	Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 
1.0	I'm officially going to bed! Goodnight 
1.0	I now have painting clothes!   
1.0	@msaleem LOL not yet my brutha from anotha mutha 
1.0	ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!
1.0	@JonathanRKnight you close your eyes and pick one and hit reply. 
1.0	@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 
1.0	@QUEENIE909 hum nice 1! lol take something..LOL yeah party over there, haha u kno them drunk ass's  Will i b seeing you @ Janets party??
1.0	#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! 
1.0	Loves the German bakeries in Sydney. Together with my imported honey it feels like home 
1.0	I'm an uncle now! 
1.0	@katiehayes415 Levon...couldn't have said it better my self.  
1.0	@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. 
1.0	@DolfinFan  Our picnic will be fabulous!
1.0	@DaveJMatthews Welcome back to NYC! 
1.0	@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!
1.0	@corinmcblide oh ok then i am gonna go and buy one for when i come up there 
1.0	tafe quiz then PHOTOSHOOT with my sezdawg 
1.0	@berofx: good luck with your challenge 
1.0	oh oh found some clothes!!  And i love em xD
1.0	Rocking out to No Doubt and gonna start up some more Neverwinter Nights 
1.0	@kameelahwrites phew! all that hair, gyal! 
1.0	keepin it real.  
1.0	&lt;------ Branded 
1.0	I'm adding my fellow PFers.  Nice to see so many of us here, too! 
1.0	Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. 
1.0	@momentbymoment1 - I'm sure you and your site will! 
1.0	@JonathanRKnight Good luck with the cruise!! Your gonna need it! 
1.0	@glutenfreegirl  well, I'm doing whatever our neighbor tells us, and if that produces vegetables, I'm cooking them!
1.0	@milagro88 Hi there, Cel.  How are you doing today?
1.0	@Chubbx Goooooood morning, Chubbx  how are you today?
1.0	@BrittyDS Don't blame me.  I just like good things. ;)
1.0	@darkknight808 okay! I think little oven again on wednesday!  7-9pm?
1.0	@LoriGama that's most excellent  lotsa people loving you hehe *Winks*
1.0	@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it 
1.0	amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.
1.0	is now using windows and tweetdeck... temporarily... 
1.0	I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/
1.0	@robgokeemusic I know - I should have made some, taken them to my meetings &amp; I should have foreseen my sister was going 2 pick up a stray 
1.0	@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want 
1.0	@mars2thestars here it is  http://tinyurl.com/hecklerxyz
1.0	Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad 
1.0	Your Following for a Reason.....  www.facesbyrozzj.com
